Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
BKN,BKN vs. UTA,01/14/2020,2019-20,L,240,107,45,90,50.0,8,26,30.8,9,15,60.0,11,32,43,22,4,4,12,13,-11
UTA,UTA @ BKN,01/14/2020,2019-20,W,240,118,46,92,50.0,13,36,36.1,13,15,86.7,7,34,41,19,8,3,9,15,11
GSW,GSW vs. DAL,01/14/2020,2019-20,L,240,97,39,87,44.8,9,32,28.1,10,13,76.9,7,29,36,27,4,1,14,16,-27
DAL,DAL @ GSW,01/14/2020,2019-20,W,240,124,49,96,51.0,13,37,35.1,13,21,61.9,15,38,53,23,5,2,8,17,27
MIN,MIN vs. OKC,01/13/2020,2019-20,L,240,104,38,91,41.8,12,35,34.3,16,21,76.2,9,28,37,23,10,6,10,21,-13
OKC,OKC @ MIN,01/13/2020,2019-20,W,240,117,41,82,50.0,12,30,40.0,23,26,88.5,7,44,51,25,4,6,15,16,13
SAC,SAC vs. ORL,01/13/2020,2019-20,L,240,112,45,87,51.7,12,31,38.7,10,11,90.9,4,40,44,25,6,4,12,21,-2
ORL,ORL @ SAC,01/13/2020,2019-20,W,240,114,40,92,43.5,9,29,31.0,25,30,83.3,12,34,46,17,6,5,8,12,2
PHI,PHI @ IND,01/13/2020,2019-20,L,240,95,37,89,41.6,6,33,18.2,15,19,78.9,12,40,52,17,6,4,13,21,-6
IND,IND vs. PHI,01/13/2020,2019-20,W,240,101,33,86,38.4,10,26,38.5,25,31,80.6,13,37,50,24,6,6,9,14,6
CHA,CHA @ POR,01/13/2020,2019-20,L,240,112,40,90,44.4,18,38,47.4,14,18,77.8,10,32,42,24,7,3,8,20,-3
POR,POR vs. CHA,01/13/2020,2019-20,W,240,115,42,83,50.6,16,37,43.2,15,19,78.9,9,38,47,26,4,5,13,21,3
NOP,NOP @ DET,01/13/2020,2019-20,W,265,117,43,103,41.7,9,26,34.6,22,27,81.5,17,44,61,23,6,5,19,19,7
DET,DET vs. NOP,01/13/2020,2019-20,L,265,110,40,99,40.4,11,32,34.4,19,24,79.2,5,38,43,27,11,8,9,25,-7
BOS,BOS vs. CHI,01/13/2020,2019-20,W,240,113,39,83,47.0,9,23,39.1,26,29,89.7,10,33,43,28,7,6,12,19,12
CHI,CHI @ BOS,01/13/2020,2019-20,L,240,101,37,81,45.7,6,25,24.0,21,26,80.8,7,31,38,16,5,5,14,22,-12
LAL,LAL vs. CLE,01/13/2020,2019-20,W,240,128,48,88,54.5,11,30,36.7,21,28,75.0,11,34,45,33,8,3,9,25,29
CLE,CLE @ LAL,01/13/2020,2019-20,L,240,99,38,85,44.7,7,25,28.0,16,24,66.7,10,30,40,21,4,1,20,22,-29
MEM,MEM vs. GSW,01/12/2020,2019-20,W,240,122,45,100,45.0,11,35,31.4,21,25,84.0,18,42,60,33,17,7,17,16,20
GSW,GSW @ MEM,01/12/2020,2019-20,L,240,102,35,92,38.0,17,34,50.0,15,21,71.4,12,35,47,23,11,6,22,18,-20
SAS,SAS @ TOR,01/12/2020,2019-20,W,240,105,38,87,43.7,7,32,21.9,22,30,73.3,9,42,51,24,6,5,11,11,1
TOR,TOR vs. SAS,01/12/2020,2019-20,L,240,104,39,96,40.6,17,48,35.4,9,11,81.8,8,37,45,30,7,3,12,23,-1
WAS,WAS vs. UTA,01/12/2020,2019-20,L,240,116,47,93,50.5,7,22,31.8,15,17,88.2,9,28,37,28,5,4,10,18,-11
UTA,UTA @ WAS,01/12/2020,2019-20,W,240,127,48,90,53.3,10,30,33.3,21,25,84.0,12,32,44,24,6,2,11,18,11
DEN,DEN vs. LAC,01/12/2020,2019-20,W,240,114,37,77,48.1,11,25,44.0,29,37,78.4,9,35,44,24,7,4,14,26,10
LAC,LAC @ DEN,01/12/2020,2019-20,L,240,104,38,84,45.2,8,33,24.2,20,26,76.9,10,32,42,21,8,5,14,26,-10
BKN,BKN vs. ATL,01/12/2020,2019-20,W,240,108,41,77,53.2,10,26,38.5,16,29,55.2,7,55,62,25,8,2,26,20,22
ATL,ATL @ BKN,01/12/2020,2019-20,L,240,86,32,97,33.0,12,48,25.0,10,11,90.9,4,29,33,23,16,4,12,23,-22
CHA,CHA @ PHX,01/12/2020,2019-20,L,240,92,36,86,41.9,8,35,22.9,12,18,66.7,8,29,37,25,10,3,16,19,-8
PHX,PHX vs. CHA,01/12/2020,2019-20,W,240,100,41,82,50.0,7,21,33.3,11,18,61.1,12,39,51,22,8,5,18,19,8
MIA,MIA @ NYK,01/12/2020,2019-20,L,240,121,42,78,53.8,14,35,40.0,23,28,82.1,8,31,39,24,1,5,15,24,-3
NYK,NYK vs. MIA,01/12/2020,2019-20,W,240,124,46,90,51.1,9,31,29.0,23,28,82.1,10,29,39,24,11,3,6,23,3
OKC,OKC vs. LAL,01/11/2020,2019-20,L,240,110,43,92,46.7,9,31,29.0,15,17,88.2,5,32,37,23,6,6,7,13,-15
LAL,LAL @ OKC,01/11/2020,2019-20,W,240,125,51,99,51.5,15,32,46.9,8,10,80.0,12,42,54,21,3,4,12,17,15
DEN,DEN vs. CLE,01/11/2020,2019-20,L,240,103,41,95,43.2,8,39,20.5,13,18,72.2,11,31,42,23,9,4,5,13,-8
CLE,CLE @ DEN,01/11/2020,2019-20,W,240,111,44,89,49.4,12,37,32.4,11,13,84.6,12,43,55,22,5,1,15,19,8
DAL,DAL vs. PHI,01/11/2020,2019-20,W,240,109,40,79,50.6,11,27,40.7,18,27,66.7,11,43,54,22,4,8,16,20,18
PHI,PHI @ DAL,01/11/2020,2019-20,L,240,91,37,98,37.8,9,37,24.3,8,12,66.7,14,29,43,22,11,5,4,20,-18
MIL,MIL @ POR,01/11/2020,2019-20,W,240,122,47,103,45.6,14,38,36.8,14,20,70.0,10,50,60,21,6,5,10,16,21
POR,POR vs. MIL,01/11/2020,2019-20,L,240,101,37,95,38.9,10,36,27.8,17,21,81.0,8,40,48,17,6,4,13,20,-21
CHI,CHI @ DET,01/11/2020,2019-20,W,240,108,42,83,50.6,11,35,31.4,13,14,92.9,9,29,38,24,11,6,15,21,9
DET,DET vs. CHI,01/11/2020,2019-20,L,240,99,36,78,46.2,9,28,32.1,18,27,66.7,12,30,42,22,7,4,19,20,-9
NOP,NOP @ BOS,01/11/2020,2019-20,L,240,105,40,100,40.0,14,45,31.1,11,18,61.1,15,28,43,29,4,6,16,19,-35
BOS,BOS vs. NOP,01/11/2020,2019-20,W,240,140,55,100,55.0,14,29,48.3,16,18,88.9,10,43,53,29,14,3,11,23,35
MIN,MIN @ HOU,01/11/2020,2019-20,L,240,109,36,95,37.9,13,48,27.1,24,36,66.7,13,31,44,28,12,4,18,18,-30
HOU,HOU vs. MIN,01/11/2020,2019-20,W,240,139,49,95,51.6,18,45,40.0,23,29,79.3,12,46,58,29,9,6,22,24,30
MEM,MEM vs. SAS,01/10/2020,2019-20,W,240,134,52,100,52.0,16,38,42.1,14,16,87.5,11,38,49,39,5,6,8,20,13
SAS,SAS @ MEM,01/10/2020,2019-20,L,240,121,42,87,48.3,17,40,42.5,20,23,87.0,5,32,37,29,3,6,11,17,-13
ATL,ATL @ WAS,01/10/2020,2019-20,L,240,101,41,89,46.1,7,29,24.1,12,24,50.0,9,47,56,19,5,9,18,26,-10
WAS,WAS vs. ATL,01/10/2020,2019-20,W,240,111,42,112,37.5,10,29,34.5,17,28,60.7,19,38,57,26,11,1,9,22,10
SAC,SAC vs. MIL,01/10/2020,2019-20,L,240,106,44,96,45.8,10,35,28.6,8,10,80.0,6,39,45,26,8,3,16,24,-21
MIL,MIL @ SAC,01/10/2020,2019-20,W,240,127,47,95,49.5,10,39,25.6,23,30,76.7,7,45,52,29,11,4,11,12,21
DAL,DAL vs. LAL,01/10/2020,2019-20,L,240,114,39,96,40.6,11,38,28.9,25,37,67.6,17,30,47,19,4,3,9,20,-15
LAL,LAL @ DAL,01/10/2020,2019-20,W,240,129,47,89,52.8,10,24,41.7,25,32,78.1,12,37,49,18,6,5,7,27,15
CHA,CHA @ UTA,01/10/2020,2019-20,L,240,92,35,75,46.7,8,26,30.8,14,19,73.7,7,30,37,20,6,3,21,16,-17
UTA,UTA vs. CHA,01/10/2020,2019-20,W,240,109,40,79,50.6,18,42,42.9,11,14,78.6,9,31,40,28,9,6,16,20,17
GSW,GSW @ LAC,01/10/2020,2019-20,L,240,100,37,96,38.5,8,39,20.5,18,25,72.0,13,33,46,28,9,1,10,22,-9
LAC,LAC vs. GSW,01/10/2020,2019-20,W,240,109,41,84,48.8,11,39,28.2,16,22,72.7,9,45,54,27,5,7,19,24,9
BKN,BKN vs. MIA,01/10/2020,2019-20,W,240,117,45,93,48.4,15,44,34.1,12,19,63.2,14,37,51,31,5,4,10,15,4
MIA,MIA @ BKN,01/10/2020,2019-20,L,240,113,44,85,51.8,7,29,24.1,18,21,85.7,4,36,40,26,6,3,8,20,-4
ORL,ORL @ PHX,01/10/2020,2019-20,L,240,94,33,89,37.1,9,33,27.3,19,24,79.2,14,35,49,15,9,6,16,23,-4
PHX,PHX vs. ORL,01/10/2020,2019-20,W,240,98,33,79,41.8,9,28,32.1,23,26,88.5,9,35,44,19,10,8,15,21,4
NOP,NOP @ NYK,01/10/2020,2019-20,W,240,123,48,86,55.8,18,38,47.4,9,17,52.9,6,37,43,35,8,6,20,16,12
NYK,NYK vs. NOP,01/10/2020,2019-20,L,240,111,46,100,46.0,5,27,18.5,14,20,70.0,14,32,46,26,13,1,13,16,-12
CHI,CHI vs. IND,01/10/2020,2019-20,L,240,105,37,80,46.3,18,41,43.9,13,16,81.3,6,30,36,16,6,3,16,15,-11
IND,IND @ CHI,01/10/2020,2019-20,W,240,116,48,84,57.1,11,30,36.7,9,14,64.3,8,38,46,31,9,5,14,16,11
OKC,OKC vs. HOU,01/09/2020,2019-20,W,240,113,43,87,49.4,11,32,34.4,16,20,80.0,9,43,52,22,8,2,13,13,21
HOU,HOU @ OKC,01/09/2020,2019-20,L,240,92,34,89,38.2,11,40,27.5,13,14,92.9,8,31,39,16,4,3,14,21,-21
POR,POR @ MIN,01/09/2020,2019-20,L,240,102,35,96,36.5,11,37,29.7,21,31,67.7,14,27,41,14,9,6,12,21,-14
MIN,MIN vs. POR,01/09/2020,2019-20,W,240,116,44,89,49.4,13,32,40.6,15,21,71.4,15,41,56,25,7,9,15,28,14
CLE,CLE @ DET,01/09/2020,2019-20,W,265,115,48,91,52.7,5,20,25.0,14,20,70.0,10,29,39,24,9,5,15,18,3
DET,DET vs. CLE,01/09/2020,2019-20,L,265,112,48,98,49.0,6,20,30.0,10,16,62.5,19,27,46,20,8,9,16,25,-3
BOS,BOS @ PHI,01/09/2020,2019-20,L,240,98,38,88,43.2,14,36,38.9,8,8,100,8,30,38,17,8,1,15,16,-11
PHI,PHI vs. BOS,01/09/2020,2019-20,W,240,109,43,88,48.9,11,27,40.7,12,17,70.6,13,35,48,24,6,5,13,11,11
CHI,CHI @ NOP,01/08/2020,2019-20,L,240,108,41,92,44.6,14,35,40.0,12,21,57.1,10,29,39,22,12,2,12,23,-15
NOP,NOP vs. CHI,01/08/2020,2019-20,W,240,123,41,87,47.1,15,44,34.1,26,32,81.3,12,38,50,31,7,8,15,16,15
CHA,CHA vs. TOR,01/08/2020,2019-20,L,265,110,38,86,44.2,15,37,40.5,19,26,73.1,13,37,50,30,6,6,20,21,-2
TOR,TOR @ CHA,01/08/2020,2019-20,W,265,112,42,94,44.7,14,36,38.9,14,20,70.0,14,32,46,34,7,5,13,23,2
DAL,DAL vs. DEN,01/08/2020,2019-20,L,240,106,39,77,50.6,12,35,34.3,16,24,66.7,6,32,38,27,8,6,13,18,-1
DEN,DEN @ DAL,01/08/2020,2019-20,W,240,107,41,85,48.2,9,24,37.5,16,20,80.0,9,29,38,27,7,5,13,22,1
ATL,ATL vs. HOU,01/08/2020,2019-20,L,240,115,39,106,36.8,13,44,29.5,24,27,88.9,16,38,54,20,6,8,11,29,-7
HOU,HOU @ ATL,01/08/2020,2019-20,W,240,122,39,92,42.4,13,45,28.9,31,41,75.6,16,43,59,22,7,7,13,21,7
IND,IND vs. MIA,01/08/2020,2019-20,L,240,108,40,84,47.6,9,27,33.3,19,25,76.0,6,31,37,25,5,3,12,18,-14
MIA,MIA @ IND,01/08/2020,2019-20,W,240,122,43,81,53.1,16,38,42.1,20,25,80.0,3,38,41,28,8,4,11,22,14
UTA,UTA vs. NYK,01/08/2020,2019-20,W,240,128,49,90,54.4,16,43,37.2,14,23,60.9,12,38,50,29,6,6,7,15,24
NYK,NYK @ UTA,01/08/2020,2019-20,L,240,104,42,97,43.3,9,25,36.0,11,11,100,14,27,41,18,3,1,9,17,-24
WAS,WAS @ ORL,01/08/2020,2019-20,L,240,89,36,84,42.9,6,23,26.1,11,19,57.9,10,30,40,24,8,5,23,22,-34
ORL,ORL vs. WAS,01/08/2020,2019-20,W,240,123,43,87,49.4,10,27,37.0,27,34,79.4,13,38,51,24,18,3,17,21,34
BOS,BOS vs. SAS,01/08/2020,2019-20,L,240,114,37,89,41.6,13,38,34.2,27,30,90.0,8,31,39,26,7,2,15,20,-15
SAS,SAS @ BOS,01/08/2020,2019-20,W,240,129,48,87,55.2,9,29,31.0,24,26,92.3,8,41,49,28,9,6,15,25,15
MIL,MIL @ GSW,01/08/2020,2019-20,W,240,107,35,87,40.2,9,41,22.0,28,32,87.5,5,42,47,22,11,3,10,19,9
GSW,GSW vs. MIL,01/08/2020,2019-20,L,240,98,33,87,37.9,15,38,39.5,17,20,85.0,12,40,52,29,7,4,19,30,-9
MIN,MIN @ MEM,01/07/2020,2019-20,L,240,112,40,90,44.4,15,47,31.9,17,21,81.0,10,30,40,23,10,1,20,23,-7
MEM,MEM vs. MIN,01/07/2020,2019-20,W,240,119,46,89,51.7,8,28,28.6,19,21,90.5,9,35,44,22,12,6,15,18,7
POR,POR @ TOR,01/07/2020,2019-20,W,240,101,38,88,43.2,13,35,37.1,12,14,85.7,7,38,45,23,6,11,11,15,2
TOR,TOR vs. POR,01/07/2020,2019-20,L,240,99,35,96,36.5,15,42,35.7,14,19,73.7,17,40,57,21,5,7,13,21,-2
DET,DET @ CLE,01/07/2020,2019-20,W,240,115,42,91,46.2,13,33,39.4,18,21,85.7,10,30,40,26,8,3,9,15,2
CLE,CLE vs. DET,01/07/2020,2019-20,L,240,113,42,85,49.4,14,31,45.2,15,16,93.8,11,35,46,29,7,4,17,19,-2
OKC,OKC @ BKN,01/07/2020,2019-20,W,265,111,38,92,41.3,11,37,29.7,24,29,82.8,8,43,51,19,11,3,17,15,8
BKN,BKN vs. OKC,01/07/2020,2019-20,L,265,103,40,98,40.8,11,37,29.7,12,16,75.0,11,41,52,19,5,5,17,25,-8
SAC,SAC @ PHX,01/07/2020,2019-20,W,240,114,37,84,44.0,15,36,41.7,25,28,89.3,8,33,41,18,8,1,16,22,11
PHX,PHX vs. SAC,01/07/2020,2019-20,L,240,103,37,77,48.1,11,35,31.4,18,22,81.8,6,35,41,24,4,2,19,25,-11
NYK,NYK @ LAL,01/07/2020,2019-20,L,240,87,37,95,38.9,4,20,20.0,9,16,56.3,15,32,47,15,10,3,16,20,-30
LAL,LAL vs. NYK,01/07/2020,2019-20,W,240,117,41,82,50.0,17,36,47.2,18,21,85.7,6,42,48,27,11,11,19,19,30
UTA,UTA @ NOP,01/06/2020,2019-20,W,240,128,46,90,51.1,16,33,48.5,20,24,83.3,7,36,43,19,3,3,8,25,2
NOP,NOP vs. UTA,01/06/2020,2019-20,L,240,126,45,94,47.9,12,31,38.7,24,30,80.0,13,35,48,23,4,5,6,20,-2
WAS,WAS vs. BOS,01/06/2020,2019-20,W,240,99,39,84,46.4,7,21,33.3,14,23,60.9,7,40,47,18,8,9,14,22,5
BOS,BOS @ WAS,01/06/2020,2019-20,L,240,94,33,95,34.7,8,37,21.6,20,26,76.9,16,39,55,17,7,8,17,20,-5
IND,IND @ CHA,01/06/2020,2019-20,W,240,115,47,89,52.8,10,26,38.5,11,14,78.6,12,31,43,31,8,5,11,23,11
CHA,CHA vs. IND,01/06/2020,2019-20,L,240,104,37,81,45.7,10,30,33.3,20,22,90.9,8,30,38,21,3,3,12,14,-11
GSW,GSW @ SAC,01/06/2020,2019-20,L,240,98,34,86,39.5,5,26,19.2,25,32,78.1,10,34,44,19,13,4,19,18,-13
SAC,SAC vs. GSW,01/06/2020,2019-20,W,240,111,39,81,48.1,15,30,50.0,18,23,78.3,6,37,43,27,10,3,23,23,13
CHI,CHI @ DAL,01/06/2020,2019-20,L,240,110,46,98,46.9,9,31,29.0,9,11,81.8,17,28,45,25,10,6,9,21,-8
DAL,DAL vs. CHI,01/06/2020,2019-20,W,240,118,44,84,52.4,16,41,39.0,14,19,73.7,11,32,43,25,5,6,15,12,8
DEN,DEN @ ATL,01/06/2020,2019-20,W,240,123,47,92,51.1,9,27,33.3,20,27,74.1,7,34,41,27,4,6,4,23,8
ATL,ATL vs. DEN,01/06/2020,2019-20,L,240,115,35,77,45.5,18,39,46.2,27,32,84.4,4,30,34,24,3,5,10,22,-8
BKN,BKN @ ORL,01/06/2020,2019-20,L,240,89,32,96,33.3,10,47,21.3,15,19,78.9,12,34,46,20,11,1,13,19,-12
ORL,ORL vs. BKN,01/06/2020,2019-20,W,240,101,35,81,43.2,8,26,30.8,23,31,74.2,11,49,60,21,8,3,20,19,12
SAS,SAS vs. MIL,01/06/2020,2019-20,W,240,126,45,88,51.1,19,35,54.3,17,19,89.5,10,44,54,23,4,2,13,16,22
MIL,MIL @ SAS,01/06/2020,2019-20,L,240,104,38,95,40.0,15,45,33.3,13,14,92.9,10,28,38,24,5,5,8,15,-22
OKC,OKC @ PHI,01/06/2020,2019-20,L,240,113,40,89,44.9,12,29,41.4,21,31,67.7,14,33,47,17,3,3,13,22,-7
PHI,PHI vs. OKC,01/06/2020,2019-20,W,240,120,46,90,51.1,13,26,50.0,15,18,83.3,9,33,42,31,4,0,10,28,7
MIA,MIA vs. POR,01/05/2020,2019-20,W,240,122,47,90,52.2,18,44,40.9,10,16,62.5,11,36,47,34,4,5,11,17,11
POR,POR @ MIA,01/05/2020,2019-20,L,240,111,40,87,46.0,13,37,35.1,18,20,90.0,8,32,40,21,5,4,10,15,-11
CLE,CLE vs. MIN,01/05/2020,2019-20,L,240,103,40,84,47.6,8,25,32.0,15,19,78.9,12,32,44,15,6,2,20,13,-15
MIN,MIN @ CLE,01/05/2020,2019-20,W,240,118,47,95,49.5,14,38,36.8,10,13,76.9,14,29,43,32,16,8,17,19,15
NYK,NYK @ LAC,01/05/2020,2019-20,L,240,132,48,84,57.1,12,23,52.2,24,37,64.9,8,29,37,22,11,4,16,26,-3
LAC,LAC vs. NYK,01/05/2020,2019-20,W,240,135,45,83,54.2,18,32,56.3,27,33,81.8,10,32,42,25,4,3,19,27,3
PHX,PHX vs. MEM,01/05/2020,2019-20,L,240,114,43,95,45.3,6,26,23.1,22,26,84.6,12,34,46,25,7,4,10,19,-7
MEM,MEM @ PHX,01/05/2020,2019-20,W,240,121,45,83,54.2,18,42,42.9,13,17,76.5,3,39,42,31,4,8,17,22,7
DET,DET @ LAL,01/05/2020,2019-20,L,240,99,29,78,37.2,11,26,42.3,30,35,85.7,6,37,43,21,8,6,16,22,-7
LAL,LAL vs. DET,01/05/2020,2019-20,W,240,106,42,92,45.7,6,20,30.0,16,23,69.6,11,39,50,23,8,20,13,22,7
WAS,WAS vs. DEN,01/04/2020,2019-20,W,240,128,50,91,54.9,6,16,37.5,22,27,81.5,14,35,49,20,5,6,11,28,14
DEN,DEN @ WAS,01/04/2020,2019-20,L,240,114,40,87,46.0,6,29,20.7,28,34,82.4,9,24,33,18,6,2,12,23,-14
NOP,NOP @ SAC,01/04/2020,2019-20,W,240,117,38,87,43.7,16,45,35.6,25,33,75.8,9,35,44,28,11,3,15,25,2
SAC,SAC vs. NOP,01/04/2020,2019-20,L,240,115,38,85,44.7,12,21,57.1,27,36,75.0,14,37,51,20,9,3,21,24,-2
MIL,MIL vs. SAS,01/04/2020,2019-20,W,240,127,43,87,49.4,17,45,37.8,24,33,72.7,7,42,49,23,4,10,9,22,9
SAS,SAS @ MIL,01/04/2020,2019-20,L,240,118,38,92,41.3,11,32,34.4,31,34,91.2,11,39,50,20,7,0,8,20,-9
ATL,ATL vs. IND,01/04/2020,2019-20,W,240,116,42,82,51.2,10,32,31.3,22,24,91.7,4,36,40,22,8,4,14,28,5
IND,IND @ ATL,01/04/2020,2019-20,L,240,111,36,87,41.4,10,27,37.0,29,35,82.9,13,26,39,24,8,4,11,24,-5
CHA,CHA @ DAL,01/04/2020,2019-20,W,265,123,42,85,49.4,11,25,44.0,28,31,90.3,16,37,53,27,5,5,18,22,3
DAL,DAL vs. CHA,01/04/2020,2019-20,L,265,120,47,100,47.0,15,50,30.0,11,13,84.6,14,27,41,28,7,4,10,25,-3
OKC,OKC @ CLE,01/04/2020,2019-20,W,240,121,43,96,44.8,14,37,37.8,21,26,80.8,18,34,52,24,6,4,12,16,15
CLE,CLE vs. OKC,01/04/2020,2019-20,L,240,106,39,85,45.9,14,30,46.7,14,17,82.4,9,33,42,19,4,0,15,26,-15
UTA,UTA @ ORL,01/04/2020,2019-20,W,240,109,42,93,45.2,16,40,40.0,9,14,64.3,14,37,51,22,3,3,8,10,13
ORL,ORL vs. UTA,01/04/2020,2019-20,L,240,96,38,85,44.7,11,37,29.7,9,12,75.0,9,37,46,21,6,5,10,12,-13
MEM,MEM @ LAC,01/04/2020,2019-20,W,240,140,49,96,51.0,18,39,46.2,24,28,85.7,11,43,54,36,8,10,9,23,26
LAC,LAC vs. MEM,01/04/2020,2019-20,L,240,114,45,101,44.6,7,30,23.3,17,22,77.3,14,35,49,20,3,1,13,22,-26
TOR,TOR @ BKN,01/04/2020,2019-20,W,240,121,44,97,45.4,13,32,40.6,20,28,71.4,15,28,43,21,10,4,8,25,19
BKN,BKN vs. TOR,01/04/2020,2019-20,L,240,102,32,67,47.8,13,35,37.1,25,34,73.5,6,32,38,24,4,11,24,24,-19
BOS,BOS @ CHI,01/04/2020,2019-20,W,240,111,43,82,52.4,8,19,42.1,17,21,81.0,13,31,44,22,10,5,20,22,7
CHI,CHI vs. BOS,01/04/2020,2019-20,L,240,104,34,80,42.5,13,34,38.2,23,31,74.2,11,26,37,23,15,5,16,22,-7
DET,DET @ GSW,01/04/2020,2019-20,W,240,111,43,83,51.8,11,27,40.7,14,16,87.5,9,37,46,24,13,5,21,25,7
GSW,GSW vs. DET,01/04/2020,2019-20,L,240,104,33,82,40.2,11,21,52.4,27,32,84.4,11,31,42,26,13,3,14,19,-7
POR,POR @ WAS,01/03/2020,2019-20,W,240,122,45,88,51.1,6,25,24.0,26,33,78.8,11,30,41,16,6,7,7,21,19
WAS,WAS vs. POR,01/03/2020,2019-20,L,240,103,38,90,42.2,11,33,33.3,16,25,64.0,14,27,41,19,5,4,13,28,-19
HOU,HOU vs. PHI,01/03/2020,2019-20,W,240,118,41,86,47.7,12,32,37.5,24,32,75.0,8,38,46,22,6,3,14,24,10
PHI,PHI @ HOU,01/03/2020,2019-20,L,240,108,42,92,45.7,6,27,22.2,18,25,72.0,10,34,44,32,7,6,11,22,-10
MIA,MIA @ ORL,01/03/2020,2019-20,L,240,85,30,80,37.5,7,37,18.9,18,23,78.3,10,39,49,16,7,2,18,20,-20
ORL,ORL vs. MIA,01/03/2020,2019-20,W,240,105,33,81,40.7,13,35,37.1,26,29,89.7,7,37,44,25,11,4,11,17,20
ATL,ATL @ BOS,01/03/2020,2019-20,L,240,106,39,93,41.9,16,45,35.6,12,15,80.0,6,36,42,26,6,5,14,24,-3
BOS,BOS vs. ATL,01/03/2020,2019-20,W,240,109,41,93,44.1,6,25,24.0,21,29,72.4,12,42,54,23,9,7,13,16,3
PHX,PHX vs. NYK,01/03/2020,2019-20,W,240,120,42,90,46.7,10,28,35.7,26,33,78.8,9,39,48,28,7,3,10,25,8
NYK,NYK @ PHX,01/03/2020,2019-20,L,240,112,41,92,44.6,10,37,27.0,20,30,66.7,13,39,52,19,7,7,15,26,-8
LAL,LAL vs. NOP,01/03/2020,2019-20,W,240,123,43,86,50.0,14,29,48.3,23,28,82.1,8,39,47,29,9,4,14,14,10
NOP,NOP @ LAL,01/03/2020,2019-20,L,240,113,48,102,47.1,11,37,29.7,6,7,85.7,9,31,40,24,4,10,12,20,-10
MIN,MIN vs. GSW,01/02/2020,2019-20,W,240,99,38,95,40.0,13,43,30.2,10,17,58.8,17,35,52,22,7,7,15,20,15
GSW,GSW @ MIN,01/02/2020,2019-20,L,240,84,33,77,42.9,3,20,15.0,15,21,71.4,7,36,43,20,9,1,17,20,-15
MEM,MEM @ SAC,01/02/2020,2019-20,L,240,123,45,93,48.4,13,34,38.2,20,21,95.2,8,34,42,31,4,0,17,25,-5
SAC,SAC vs. MEM,01/02/2020,2019-20,W,240,128,44,90,48.9,14,34,41.2,26,31,83.9,7,34,41,26,9,8,13,24,5
DAL,DAL vs. BKN,01/02/2020,2019-20,W,240,123,45,89,50.6,18,38,47.4,15,17,88.2,12,34,46,22,4,8,14,21,12
BKN,BKN @ DAL,01/02/2020,2019-20,L,240,111,42,91,46.2,12,37,32.4,15,17,88.2,12,32,44,29,5,1,12,21,-12
IND,IND vs. DEN,01/02/2020,2019-20,L,240,116,43,82,52.4,12,26,46.2,18,25,72.0,9,25,34,32,7,3,9,21,-8
DEN,DEN @ IND,01/02/2020,2019-20,W,240,124,46,87,52.9,8,27,29.6,24,27,88.9,15,32,47,27,7,2,10,21,8
MIA,MIA vs. TOR,01/02/2020,2019-20,W,240,84,33,81,40.7,12,37,32.4,6,11,54.5,9,41,50,23,6,4,16,13,8
TOR,TOR @ MIA,01/02/2020,2019-20,L,240,76,28,89,31.5,6,42,14.3,14,17,82.4,13,35,48,20,4,6,11,12,-8
CLE,CLE vs. CHA,01/02/2020,2019-20,L,240,106,41,81,50.6,13,35,37.1,11,14,78.6,7,35,42,26,6,3,15,22,-3
CHA,CHA @ CLE,01/02/2020,2019-20,W,240,109,37,83,44.6,15,38,39.5,20,24,83.3,10,29,39,25,5,0,11,15,3
LAC,LAC vs. DET,01/02/2020,2019-20,W,240,126,50,92,54.3,11,28,39.3,15,21,71.4,11,40,51,29,6,11,15,22,14
DET,DET @ LAC,01/02/2020,2019-20,L,240,112,40,94,42.6,7,33,21.2,25,35,71.4,12,33,45,20,10,1,11,23,-14
CHI,CHI vs. UTA,01/02/2020,2019-20,L,240,98,37,94,39.4,11,36,30.6,13,17,76.5,15,30,45,22,8,5,11,15,-4
UTA,UTA @ CHI,01/02/2020,2019-20,W,240,102,37,76,48.7,11,30,36.7,17,22,77.3,7,35,42,24,5,6,17,17,4
SAS,SAS vs. OKC,01/02/2020,2019-20,L,240,103,40,92,43.5,13,31,41.9,10,12,83.3,14,31,45,22,1,8,9,22,-6
OKC,OKC @ SAS,01/02/2020,2019-20,W,240,109,43,89,48.3,9,25,36.0,14,20,70.0,8,35,43,19,7,6,4,14,6
ORL,ORL @ WAS,01/01/2020,2019-20,W,240,122,45,95,47.4,12,32,37.5,20,27,74.1,11,41,52,25,11,6,9,21,21
WAS,WAS vs. ORL,01/01/2020,2019-20,L,240,101,33,87,37.9,9,31,29.0,26,31,83.9,9,37,46,18,5,4,13,23,-21
MIN,MIN @ MIL,01/01/2020,2019-20,L,240,104,34,91,37.4,15,46,32.6,21,28,75.0,6,42,48,18,7,8,12,25,-2
MIL,MIL vs. MIN,01/01/2020,2019-20,W,240,106,40,94,42.6,9,36,25.0,17,26,65.4,12,48,60,24,4,12,17,22,2
